955,"{\"mid\":951,\"score\":0.6237161761702981}"
6331,"{\"mid\":6296,\"score\":0.6470778892282113}"
6331,"{\"mid\":3181,\"score\":0.6084071519289026}"
87867,"{\"mid\":92264,\"score\":0.7085934635075095}"
87867,"{\"mid\":96616,\"score\":0.6355570161084431}"
87867,"{\"mid\":102720,\"score\":0.6541502118529609}"
87867,"{\"mid\":123200,\"score\":0.7054314330318363}"
87867,"{\"mid\":161024,\"score\":0.7054314330318363}"
87867,"{\"mid\":162344,\"score\":0.7054314323556106}"
87867,"{\"mid\":168144,\"score\":0.7054314330158795}"
87867,"{\"mid\":168632,\"score\":0.7054314330158795}"
87867,"{\"mid\":112497,\"score\":0.7085934635075095}"
87867,"{\"mid\":119153,\"score\":0.7054314330318363}"
87867,"{\"mid\":128097,\"score\":0.7054314330158795}"
87867,"{\"mid\":129737,\"score\":0.6362426897214748}"
87867,"{\"mid\":135137,\"score\":0.6841336664123073}"
87867,"{\"mid\":159161,\"score\":0.7054314330318363}"
87867,"{\"mid\":160289,\"score\":0.7054314330318363}"
87867,"{\"mid\":170401,\"score\":0.705431433207757}"
87867,"{\"mid\":170817,\"score\":0.7054314330158795}"
87867,"{\"mid\":170897,\"score\":0.7054314330158795}"
87867,"{\"mid\":170937,\"score\":0.705431433207757}"
87867,"{\"mid\":175577,\"score\":0.705431433207757}"
87867,"{\"mid\":176329,\"score\":0.7054314330158795}"
87867,"{\"mid\":179953,\"score\":0.7054314342565081}"
87867,"{\"mid\":180265,\"score\":0.7054314330318363}"
87867,"{\"mid\":184257,\"score\":0.7054314330158795}"
87867,"{\"mid\":100194,\"score\":0.7054314330318363}"
87867,"{\"mid\":109282,\"score\":0.705431433207757}"
87867,"{\"mid\":118930,\"score\":0.7054314330318363}"
87867,"{\"mid\":128914,\"score\":0.7054314323556106}"
87867,"{\"mid\":162602,\"score\":0.7054314330318363}"
87867,"{\"mid\":167634,\"score\":0.7054314330318363}"
87867,"{\"mid\":74275,\"score\":0.6924312202542472}"
87867,"{\"mid\":80139,\"score\":0.6076636709366311}"
87867,"{\"mid\":87483,\"score\":0.6765211232609187}"
87867,"{\"mid\":121715,\"score\":0.7054314342565081}"
87867,"{\"mid\":128099,\"score\":0.7054314330318363}"
87867,"{\"mid\":136443,\"score\":0.705431433207757}"
87867,"{\"mid\":165483,\"score\":0.7054314330158795}"
87867,"{\"mid\":165843,\"score\":0.7054314330158795}"
87867,"{\"mid\":171251,\"score\":0.7054314330158795}"
87867,"{\"mid\":171867,\"score\":0.630837100099713}"
87867,"{\"mid\":171891,\"score\":0.7054314342565081}"
87867,"{\"mid\":172547,\"score\":0.6990280947656177}"
87867,"{\"mid\":178323,\"score\":0.7054314342565081}"
87867,"{\"mid\":179211,\"score\":0.6023989251082059}"
87867,"{\"mid\":179427,\"score\":0.7054314330158795}"
87867,"{\"mid\":181139,\"score\":0.705431433207757}"
87867,"{\"mid\":181659,\"score\":0.7054314323556106}"
87867,"{\"mid\":183227,\"score\":0.7054314342565081}"
87867,"{\"mid\":4068,\"score\":0.6486950602883039}"
87867,"{\"mid\":5564,\"score\":0.6988938568545736}"
87867,"{\"mid\":54732,\"score\":0.6280150679170248}"
87867,"{\"mid\":104644,\"score\":0.7054314330158795}"
87867,"{\"mid\":121372,\"score\":0.7054314330318363}"
87867,"{\"mid\":127116,\"score\":0.7054314330318363}"
87867,"{\"mid\":148956,\"score\":0.6003037908086613}"
87867,"{\"mid\":155812,\"score\":0.6714811105800657}"
87867,"{\"mid\":110773,\"score\":0.7054314330158795}"
87867,"{\"mid\":134861,\"score\":0.7054314323556106}"
87867,"{\"mid\":165645,\"score\":0.7054314330158795}"
87867,"{\"mid\":170357,\"score\":0.7054314330158795}"
87867,"{\"mid\":170957,\"score\":0.705431433207757}"
87867,"{\"mid\":174045,\"score\":0.7054314330158795}"
87867,"{\"mid\":182749,\"score\":0.7054314323556106}"
87867,"{\"mid\":183197,\"score\":0.7054314342565081}"
87867,"{\"mid\":78174,\"score\":0.6209206798652145}"
87867,"{\"mid\":121374,\"score\":0.7054314330318363}"
87867,"{\"mid\":127390,\"score\":0.7054314330158795}"
87867,"{\"mid\":144606,\"score\":0.7054314330158795}"
87867,"{\"mid\":168846,\"score\":0.7054314330318363}"
87867,"{\"mid\":61255,\"score\":0.6613758023734495}"
87867,"{\"mid\":111375,\"score\":0.7054314323556106}"
87867,"{\"mid\":130087,\"score\":0.7617172159998402}"
87867,"{\"mid\":136471,\"score\":0.7054314342565081}"
87867,"{\"mid\":136511,\"score\":0.7054314330158795}"
87867,"{\"mid\":165103,\"score\":0.6018232895801626}"
87867,"{\"mid\":165671,\"score\":0.7054314330318363}"
87867,"{\"mid\":170399,\"score\":0.7054314330158795}"
87867,"{\"mid\":171631,\"score\":0.7054314330158795}"
87867,"{\"mid\":173255,\"score\":0.7054314323556106}"
87867,"{\"mid\":174815,\"score\":0.7054314342565081}"
87867,"{\"mid\":183959,\"score\":0.7054314330318363}"
8571,"{\"mid\":3096,\"score\":0.9999999999999996}"
8571,"{\"mid\":4784,\"score\":0.6503503729886787}"
8571,"{\"mid\":7008,\"score\":0.6311335530181147}"
8571,"{\"mid\":425,\"score\":0.7539874236447327}"
8571,"{\"mid\":3473,\"score\":0.6503503674204302}"
8571,"{\"mid\":7089,\"score\":0.752565062200695}"
8571,"{\"mid\":26313,\"score\":0.9999999999999996}"
8571,"{\"mid\":946,\"score\":0.6478197184610297}"
8571,"{\"mid\":1162,\"score\":0.9999999999999993}"
8571,"{\"mid\":3506,\"score\":0.6678096420093914}"
8571,"{\"mid\":3099,\"score\":0.6205050861393777}"
8571,"{\"mid\":7107,\"score\":0.8695489251523993}"
8571,"{\"mid\":764,\"score\":0.8223113040693422}"
8571,"{\"mid\":3028,\"score\":0.8334212790763277}"
8571,"{\"mid\":3492,\"score\":0.9999999999999996}"
8571,"{\"mid\":5788,\"score\":0.6878659808048441}"
8571,"{\"mid\":6684,\"score\":0.752565062200695}"
8571,"{\"mid\":869,\"score\":0.609639993804605}"
8571,"{\"mid\":6509,\"score\":0.624856061092593}"
8571,"{\"mid\":31038,\"score\":0.9999999999999996}"
8571,"{\"mid\":5847,\"score\":0.9999999999999998}"
120827,"{\"mid\":1352,\"score\":0.8063798360563406}"
120827,"{\"mid\":4104,\"score\":0.6177566321496512}"
120827,"{\"mid\":4240,\"score\":0.9999999999999997}"
120827,"{\"mid\":4504,\"score\":1.0}"
120827,"{\"mid\":4568,\"score\":0.9999999999999994}"
120827,"{\"mid\":4632,\"score\":0.6000576422258301}"
120827,"{\"mid\":5768,\"score\":1.0}"
120827,"{\"mid\":6320,\"score\":0.8449779954939102}"
120827,"{\"mid\":6720,\"score\":0.6583679991012483}"
120827,"{\"mid\":7192,\"score\":0.7094783306881728}"
120827,"{\"mid\":7704,\"score\":0.9999999999999997}"
120827,"{\"mid\":8720,\"score\":0.9999999999999997}"
120827,"{\"mid\":8832,\"score\":0.7566421150148233}"
120827,"{\"mid\":26176,\"score\":0.9999999999999994}"
120827,"{\"mid\":26344,\"score\":1.0}"
120827,"{\"mid\":26504,\"score\":0.7566421150148233}"
120827,"{\"mid\":26696,\"score\":0.9999999999999997}"
120827,"{\"mid\":26792,\"score\":0.6957431952404325}"
120827,"{\"mid\":27008,\"score\":0.9999999999999997}"
120827,"{\"mid\":27032,\"score\":0.6391853898554739}"
120827,"{\"mid\":27728,\"score\":0.7497163509436988}"
120827,"{\"mid\":27784,\"score\":1.0}"
120827,"{\"mid\":31664,\"score\":0.9999999999999998}"
120827,"{\"mid\":32440,\"score\":0.9999999999999997}"
120827,"{\"mid\":34800,\"score\":1.0}"
120827,"{\"mid\":45648,\"score\":0.9999999999999994}"
120827,"{\"mid\":59016,\"score\":0.9999999999999994}"
120827,"{\"mid\":59336,\"score\":1.0}"
120827,"{\"mid\":63808,\"score\":0.6550930353316453}"
120827,"{\"mid\":68552,\"score\":0.9999999999999997}"
120827,"{\"mid\":70728,\"score\":0.6079106840190447}"
120827,"{\"mid\":73808,\"score\":1.0}"
120827,"{\"mid\":74696,\"score\":1.0}"
120827,"{\"mid\":75416,\"score\":1.0}"
120827,"{\"mid\":86864,\"score\":1.0}"
120827,"{\"mid\":87960,\"score\":1.0}"
120827,"{\"mid\":92008,\"score\":0.6362976803505321}"
120827,"{\"mid\":93208,\"score\":0.9999999999999997}"
120827,"{\"mid\":105720,\"score\":1.0}"
120827,"{\"mid\":108192,\"score\":0.9999999999999998}"
120827,"{\"mid\":128736,\"score\":0.9999999999999998}"
120827,"{\"mid\":135456,\"score\":0.7402919878051664}"
120827,"{\"mid\":161008,\"score\":0.9999999999999994}"
120827,"{\"mid\":161032,\"score\":0.9999999999999994}"
120827,"{\"mid\":168608,\"score\":1.0}"
120827,"{\"mid\":169904,\"score\":0.9999999999999997}"
120827,"{\"mid\":1609,\"score\":0.6475236145910824}"
120827,"{\"mid\":2281,\"score\":0.9999999999999994}"
120827,"{\"mid\":3145,\"score\":0.6093161812659911}"
120827,"{\"mid\":4441,\"score\":0.603224260422887}"
120827,"{\"mid\":5337,\"score\":0.6996799832982473}"
120827,"{\"mid\":5361,\"score\":0.7885240078939694}"
120827,"{\"mid\":5521,\"score\":0.630561785796786}"
120827,"{\"mid\":5689,\"score\":0.9999999999999997}"
120827,"{\"mid\":5841,\"score\":0.7204168651047977}"
120827,"{\"mid\":5961,\"score\":1.0}"
120827,"{\"mid\":7041,\"score\":0.9999999999999994}"
120827,"{\"mid\":7657,\"score\":0.699773108002889}"
120827,"{\"mid\":8425,\"score\":0.9999999999999997}"
120827,"{\"mid\":8905,\"score\":0.9999999999999994}"
120827,"{\"mid\":26593,\"score\":0.9999999999999997}"
120827,"{\"mid\":26649,\"score\":0.6175014886634341}"
120827,"{\"mid\":26745,\"score\":0.9999999999999994}"
120827,"{\"mid\":26913,\"score\":1.0}"
120827,"{\"mid\":27105,\"score\":0.9999999999999994}"
120827,"{\"mid\":27769,\"score\":1.0}"
120827,"{\"mid\":27865,\"score\":0.8477870892408853}"
120827,"{\"mid\":31553,\"score\":0.9999999999999997}"
120827,"{\"mid\":31921,\"score\":0.9999999999999994}"
120827,"{\"mid\":33801,\"score\":1.0}"
120827,"{\"mid\":41617,\"score\":0.6273550024586467}"
120827,"{\"mid\":44241,\"score\":0.9999999999999997}"
120827,"{\"mid\":44849,\"score\":0.9999999999999994}"
120827,"{\"mid\":45969,\"score\":0.9999999999999994}"
120827,"{\"mid\":47721,\"score\":0.9999999999999998}"
120827,"{\"mid\":47793,\"score\":0.9999999999999994}"
120827,"{\"mid\":51545,\"score\":0.9999999999999994}"
120827,"{\"mid\":53161,\"score\":0.7495309044517854}"
120827,"{\"mid\":61073,\"score\":0.9999999999999997}"
120827,"{\"mid\":67193,\"score\":0.9999999999999994}"
120827,"{\"mid\":68945,\"score\":0.6960546408757897}"
120827,"{\"mid\":77201,\"score\":0.9999999999999994}"
120827,"{\"mid\":88593,\"score\":0.9999999999999994}"
120827,"{\"mid\":88697,\"score\":0.9999999999999994}"
120827,"{\"mid\":90945,\"score\":1.0}"
120827,"{\"mid\":95145,\"score\":0.9999999999999998}"
120827,"{\"mid\":95497,\"score\":0.7098525022754898}"
120827,"{\"mid\":98697,\"score\":0.9999999999999994}"
120827,"{\"mid\":103609,\"score\":1.0}"
120827,"{\"mid\":104017,\"score\":0.9999999999999997}"
120827,"{\"mid\":111785,\"score\":0.9999999999999997}"
120827,"{\"mid\":113849,\"score\":0.9999999999999994}"
120827,"{\"mid\":116169,\"score\":0.9999999999999994}"
120827,"{\"mid\":122433,\"score\":0.9999999999999997}"
120827,"{\"mid\":136297,\"score\":0.9999999999999997}"
120827,"{\"mid\":136449,\"score\":0.7278539927854197}"
120827,"{\"mid\":137345,\"score\":0.9999999999999997}"
120827,"{\"mid\":145745,\"score\":0.9999999999999994}"
120827,"{\"mid\":157865,\"score\":1.0}"
120827,"{\"mid\":163809,\"score\":0.9999999999999994}"
120827,"{\"mid\":165529,\"score\":0.9999999999999997}"
120827,"{\"mid\":170297,\"score\":0.9999999999999997}"
120827,"{\"mid\":172233,\"score\":0.9999999999999994}"
120827,"{\"mid\":173873,\"score\":0.9999999999999997}"
120827,"{\"mid\":178129,\"score\":0.9999999999999998}"
120827,"{\"mid\":1114,\"score\":1.0}"
120827,"{\"mid\":1426,\"score\":0.9999999999999997}"
120827,"{\"mid\":1794,\"score\":1.0}"
120827,"{\"mid\":2154,\"score\":0.7885240078939694}"
120827,"{\"mid\":2698,\"score\":0.9999999999999997}"
120827,"{\"mid\":3962,\"score\":1.0}"
120827,"{\"mid\":4394,\"score\":1.0}"
120827,"{\"mid\":4490,\"score\":0.9999999999999997}"
120827,"{\"mid\":4594,\"score\":1.0}"
120827,"{\"mid\":5442,\"score\":0.9999999999999997}"
120827,"{\"mid\":6162,\"score\":0.7438223446994792}"
120827,"{\"mid\":6506,\"score\":0.9999999999999998}"
120827,"{\"mid\":6722,\"score\":0.9999999999999994}"
120827,"{\"mid\":6882,\"score\":0.9999999999999994}"
120827,"{\"mid\":7354,\"score\":0.6488125485979379}"
120827,"{\"mid\":7986,\"score\":0.9999999999999997}"
120827,"{\"mid\":8506,\"score\":0.6139901175582697}"
120827,"{\"mid\":26562,\"score\":1.0}"
120827,"{\"mid\":27002,\"score\":0.9999999999999998}"
120827,"{\"mid\":27074,\"score\":1.0}"
120827,"{\"mid\":27306,\"score\":1.0}"
120827,"{\"mid\":27762,\"score\":0.9999999999999994}"
120827,"{\"mid\":32058,\"score\":0.9999999999999997}"
120827,"{\"mid\":32442,\"score\":0.9999999999999994}"
120827,"{\"mid\":40578,\"score\":1.0}"
120827,"{\"mid\":53450,\"score\":1.0}"
120827,"{\"mid\":54274,\"score\":0.9999999999999997}"
120827,"{\"mid\":58306,\"score\":0.9999999999999994}"
120827,"{\"mid\":68650,\"score\":0.9999999999999997}"
120827,"{\"mid\":71810,\"score\":0.9999999999999997}"
120827,"{\"mid\":92674,\"score\":0.9999999999999994}"
120827,"{\"mid\":94122,\"score\":0.9999999999999997}"
120827,"{\"mid\":98122,\"score\":0.6740230536663444}"
120827,"{\"mid\":101074,\"score\":0.9999999999999997}"
120827,"{\"mid\":108090,\"score\":0.9999999999999998}"
120827,"{\"mid\":118290,\"score\":0.9999999999999997}"
120827,"{\"mid\":119218,\"score\":0.9999999999999994}"
120827,"{\"mid\":131578,\"score\":0.9999999999999994}"
120827,"{\"mid\":132362,\"score\":0.9999999999999998}"
120827,"{\"mid\":137218,\"score\":0.9999999999999994}"
120827,"{\"mid\":139130,\"score\":0.9999999999999994}"
120827,"{\"mid\":144522,\"score\":0.9999999999999997}"
120827,"{\"mid\":158874,\"score\":1.0}"
120827,"{\"mid\":160978,\"score\":0.9999999999999997}"
120827,"{\"mid\":167706,\"score\":0.9999999999999994}"
120827,"{\"mid\":1355,\"score\":0.8186658029640543}"
120827,"{\"mid\":1667,\"score\":0.6188866846792468}"
120827,"{\"mid\":2339,\"score\":1.0}"
120827,"{\"mid\":3379,\"score\":0.9999999999999993}"
120827,"{\"mid\":4131,\"score\":0.7504929139397574}"
120827,"{\"mid\":4443,\"score\":0.700524116234046}"
